id,title,description,difficulty,reward,status,created_at,updated_at,deadline,slug,category,cooldown_hours,requirements,rewards_breakdown,active_from,active_until,max_completions
1269698e-d5e8-4a2e-b28c-ff99cc3d1361,Quantum Voice Sync,"Match the frequency 1111 with your voice. The closer you get, the more $ZO you earn!",easy,200,active,2025-11-13 19:31:00.654634+00,2025-11-13 19:36:14.680013+00,2025-11-13 20:31:00.654634+00,game-1111,daily,12,{},"{""dynamic"": true, ""formula"": ""Base 50 + (1 - distance/1111) * 150"", ""zo_tokens"": 200}",,,
1aa12406-77b2-43d0-83f6-fd2236ba87e3,Triveni Ghat,"Visit Triveni Ghat and experience one of the best ganga arti experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,triveni-ghat,Ganga Arti,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
abc8a7b0-a449-4b7f-8a6a-74725046b283,Shatrughan ghat,"Visit Shatrughan ghat and experience one of the best ganga arti experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,shatrughan-ghat,Ganga Arti,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
f4dc2a3c-9a2f-4a7e-a111-abc022936e66,Parmarth niketan,"Visit Parmarth niketan and experience one of the best ganga arti experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,parmarth-niketan,Ganga Arti,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
adb012ef-b5aa-4a4c-a515-a197103c8845,Namami Beach,"Visit Namami Beach and experience one of the best beaches experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,namami-beach,Beaches,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
923b22c8-9564-49c5-9bed-8f71e610f1bf,Shivpuri Beach,"Visit Shivpuri Beach and experience one of the best beaches experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,shivpuri-beach,Beaches,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
a04ce470-662d-4629-ba8f-59f599d213cd,Neem Beach,"Visit Neem Beach and experience one of the best beaches experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,neem-beach,Beaches,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
a90c6c4f-9d33-4235-ac7e-4b0831999aa6,Goa beach,"Visit Goa beach and experience one of the best beaches experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,goa-beach,Beaches,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
8f514948-12de-4a83-a22a-cfbfa75da397,Kodiyala,"Visit Kodiyala and experience one of the best beaches experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,kodiyala,Beaches,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
6200d6ea-ada0-48c1-ad6f-6f676b87b132,Neer Waterfall (5 phases),"Visit Neer Waterfall (5 phases) and experience one of the best waterfalls experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,neer-waterfall-5-phases,Waterfalls,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
24c4cf9d-edbd-4e29-b0e0-53cfa748a9d2,Garunchatti waterfall (3 phases),"Visit Garunchatti waterfall (3 phases) and experience one of the best waterfalls experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,garunchatti-waterfall-3-phases,Waterfalls,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
ba94bde7-2185-4658-abfc-6d812e3faeaf,Himshaili Waterfall,"Visit Himshaili Waterfall and experience one of the best waterfalls experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,himshaili-waterfall,Waterfalls,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
c9a50052-36b1-4c26-b5be-691733daba4f,Secret Waterfall,"Visit Secret Waterfall and experience one of the best waterfalls experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,secret-waterfall,Waterfalls,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
46917a57-1909-4b5a-945a-03c381b1eb0e,Patna Waterfall,"Visit Patna Waterfall and experience one of the best waterfalls experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,patna-waterfall,Waterfalls,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
cce0807a-c919-40b8-9b2b-c7639294e63c,Bahubali Waterfall,"Visit Bahubali Waterfall and experience one of the best waterfalls experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,bahubali-waterfall,Waterfalls,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
a404ca24-3174-4349-93f1-6450dea8e3ca,84 Kutiya,"Visit 84 Kutiya and experience one of the best ashram experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,84-kutiya,Ashram,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
7391fbe0-d825-4e8f-b01b-0cd28a9702dd,Parmarth Niketan,"Visit Parmarth Niketan and experience one of the best ashram experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,parmarth-niketan,Ashram,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
a92cb176-c068-43c4-9c33-20a18b86aabe,Rani temple,"Visit Rani temple and experience one of the best temple experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,rani-temple,Temple,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
7257e5de-04d7-4d77-a1b2-8695e4208515,Balkumar temple,"Visit Balkumar temple and experience one of the best temple experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,balkumar-temple,Temple,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
513e0121-6ad0-4b92-9c1c-f0b85997c1b9,Bhutnath temple,"Visit Bhutnath temple and experience one of the best temple experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,bhutnath-temple,Temple,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
baa4f0ac-b78d-4df2-88ab-128dd41b85ac,Garun Chatti mandir,"Visit Garun Chatti mandir and experience one of the best temple experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,garun-chatti-mandir,Temple,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
384124af-6cc1-4653-ba53-94e5fd54d6ae,Triyamkeshwar Mandir,"Visit Triyamkeshwar Mandir and experience one of the best temple experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,triyamkeshwar-mandir,Temple,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
1cc7555f-059e-4e7b-80f4-bde2c335a5ab,Neelkanth Mahadev,"Visit Neelkanth Mahadev and experience one of the best temple experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,neelkanth-mahadev,Temple,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
2e041af3-73e4-4a04-8cb0-8f1f1edc0509,Vashisht Caves,"Visit Vashisht Caves and experience one of the best cave experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,vashisht-caves,Cave,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
e6ae61cc-1756-4c7a-8748-937abf0d9f8f,Jhil Mil Cave,"Visit Jhil Mil Cave and experience one of the best cave experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,jhil-mil-cave,Cave,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
4e4a6fa2-2f0e-49d6-8dea-1e7553a091c6,Tat Cave,"Visit Tat Cave and experience one of the best cave experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,tat-cave,Cave,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
1d02603d-d407-4aad-9d28-e8df77145d11,Moni Baba Cave,"Visit Moni Baba Cave and experience one of the best cave experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,moni-baba-cave,Cave,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
9bc8b122-5eba-4419-bd9e-14377d78528a,Kyarki Village,"Visit Kyarki Village and experience one of the best sunset view point experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,kyarki-village,Sunset View Point,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
d0f57706-1ad9-4118-b693-5a0076e44439,Kunjapuri Mata Mandir,"Visit Kunjapuri Mata Mandir and experience one of the best sunset view point experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,kunjapuri-mata-mandir,Sunset View Point,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
2da11a04-9040-410a-b26d-49c7426a6ece,Narendra Nagar View Point,"Visit Narendra Nagar View Point and experience one of the best sunset view point experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,narendra-nagar-view-point,Sunset View Point,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
90aef6a1-de8e-4231-b4da-2740b89343b0,Neelkanth Mahadev,"Visit Neelkanth Mahadev and experience one of the best day tour experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,neelkanth-mahadev,Day Tour,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
a443abbb-312f-45fe-ac8c-50ceb301bf53,Kunjapuri,"Visit Kunjapuri  and experience one of the best day tour experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,kunjapuri-,Day Tour,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
6ab025b5-8325-402f-a3ae-f0f29af58d01,Kodiyala Village,"Visit Kodiyala Village and experience one of the best day tour experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,kodiyala-village,Day Tour,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
08ec7d35-dce5-4aac-8a22-3d94f6a225a2,Mini Gartang Gali,"Visit Mini Gartang Gali and experience one of the best day tour experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,mini-gartang-gali,Day Tour,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
be63163d-4265-451e-b8aa-7fcb0224b116,Amma Ki Rasoi,"Visit Amma Ki Rasoi and experience one of the best cafes experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,amma-ki-rasoi,Cafes,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
280109f0-98ef-407b-8bb1-91f37f3f6ce9,Little Buddha,"Visit Little Buddha and experience one of the best cafes experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,little-buddha,Cafes,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
b907f00c-87eb-47b2-9036-2898a1e09d79,Ganga View,"Visit Ganga View  and experience one of the best cafes experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,ganga-view-,Cafes,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
fee30c9e-83c0-4be8-8758-a8e90bd1f375,Beatles Cafe,"Visit Beatles Cafe and experience one of the best cafes experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,beatles-cafe,Cafes,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
c2df31ea-d893-4606-ad9a-c1aa1d2b787f,Mount Bistro,"Visit Mount Bistro and experience one of the best cafes experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,mount-bistro,Cafes,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
ca770e1c-202c-426e-b6b7-6877304a34a0,Rafting,"Visit Rafting and experience one of the best adventure experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,rafting,Adventure,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
52784a86-70a4-49c8-8b7b-6864965b435c,Bunjee Jumping,"Visit Bunjee Jumping and experience one of the best adventure experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,bunjee-jumping,Adventure,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
6cc30f24-defa-4df9-9a8f-762db98a3168,Gaint Swing,"Visit Gaint Swing and experience one of the best adventure experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,gaint-swing,Adventure,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
0389dbc8-87d0-4941-a3df-539740c09c48,Flying Fox,"Visit Flying Fox and experience one of the best adventure experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,flying-fox,Adventure,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
d1cd0882-bf7c-4572-9a3e-bed1d432aa97,Ram Jhula,"Visit Ram Jhula and experience one of the best street food experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,ram-jhula,Street Food,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
7b6ea738-b09b-4f71-8382-b2cfa75e17df,Janki Setu,"Visit Janki Setu and experience one of the best street food experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,janki-setu,Street Food,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
42d4a9b2-93cd-4fcd-8228-f8a302294d2d,Triveni ghat,"Visit Triveni ghat and experience one of the best street food experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,triveni-ghat,Street Food,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
852b31e3-8e18-416e-af5f-208db4e763fc,Ram Jhula,"Visit Ram Jhula and experience one of the best market experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,ram-jhula,Market,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,
3876e6ae-61bb-4efe-b48d-609ff2b41d20,Triveni ghat,"Visit Triveni ghat and experience one of the best market experiences. Capture moments, explore the vibe, and complete this quest by engaging with the location.",easy,100,active,2026-02-26 20:08:26.734529+00:00,2026-02-26 20:08:26.734529+00:00,,triveni-ghat,Market,24,{},"{""dynamic"": false, ""zo_tokens"": 100}",,,